Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status
2993,06/02/2023,Mon,Egypt,asyut,27.1809,31.1837,Tahani Zarie,Tablet,Microsoft Surface,Surface Go 2,F054,4,399,95.76,26.8128,TRUE
2994,06/02/2023,Mon,Egypt,cairo,30.0444,31.2357,Abd Alruhmin Shaqir,Laptop,Lenovo Legion,Lenovo Legion 7i,X384,4,1499,359.76,359.76,TRUE
2995,06/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Husam Albaba,Tablet,Amazon Fire,Amazon Fire 7,T132,3,49,7.5264,11.2896,TRUE
2996,06/02/2023,Tue,Egypt,asyut,27.1809,31.1837,Majid Bryghl,Gaming Console,Retro Console,Sega Genesis Mini,Y493,6,79,43.6791,59.7714,TRUE
2997,06/02/2023,Mon,Egypt,asyut,27.1809,31.1837,Mari Alaishhab,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,Z798,7,229,47.1282,157.094,TRUE
2998,06/02/2023,Tue,Egypt,asyut,27.1809,31.1837,Alaa Shawqi,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,C539,3,499,197.604,408.681,TRUE
2999,06/02/2023,Wed,Saudi Arabia,dammam,26.3927,49.9777,Ahmad Shiah,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,T231,4,749,6.9657,452.7705,TRUE
3000,06/02/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Ali Alhabash,Smartwatch,Samsung Gear,Samsung Gear S4,Y270,3,349,125.64,53.397,FALSE
3001,06/02/2023,Tue,Syria,homs,34.7326,36.7136,Iin Dw,Digital Camera,Canon EOS R Series,Canon EOS R5,W669,3,3999,543.0642,1357.6605,TRUE
3002,06/02/2023,Tue,USA,new york,40.7128,-74.006,Khadijah Salhany,Laptop,Lenovo Legion,Lenovo Legion 7i,W669,8,1499,587.608,896.1022,TRUE
3003,06/02/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Jablah Nhl,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,P826,5,179,439.4808,599.292,TRUE
3004,06/02/2023,Fri,USA,new york,40.7128,-74.006,Alaa Abil,Gaming Console,Retro Console,Sega Genesis Mini,H868,4,79,4.503,54.7865,TRUE
3005,06/02/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Adnan Almueasaeas,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),G587,2,249,1680.75,1075.68,TRUE
3006,06/02/2023,Mon,Egypt,cairo,30.0444,31.2357,Muhamad Hamshu,Smartphone,Apple iPhone,iPhone 13 Pro Max,I407,4,1299,609.4908,1183.1292,TRUE
3007,06/02/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Abd Allah Yasin,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,O755,4,1299,252.006,768.6183,TRUE
3008,06/02/2023,Mon,France,paris,48.8566,2.3522,Fadi Watar,Gaming Console,Microsoft Xbox,Xbox Original,N259,4,69,504.2037,566.3658,TRUE
3009,06/02/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Ayham Suqbani,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,L085,4,249,151.392,217.626,TRUE
3010,06/02/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Allibad,Laptop,Acer Swift,Acer Swift 5,S830,5,999,395.604,187.9119,TRUE
3011,06/02/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Sandra Kalthum,Digital Camera,Sony Alpha,Sony Alpha A6400,I036,3,899,341.62,170.81,FALSE
3012,06/02/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Majd Musaa,Gaming Console,Sony PlayStation,PlayStation 3,V819,6,199,67.3416,50.5062,TRUE
3013,06/02/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Zayn Jazar,Headphones,Bose SoundSport,Bose SoundSport Wireless,S935,3,129,130.548,16.6152,FALSE
3014,06/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Iman Ghunum,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),U646,4,249,192.4272,158.0652,TRUE
3015,06/02/2023,Tue,USA,washington,38.9072,-77.0369,Jamil Shadi Alghazy,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,J501,3,39,4.7151,34.4565,FALSE
3016,06/02/2023,Tue,USA,new york,40.7312,-73.9998,Iin Albarghali,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,J212,3,299,201.825,61.893,TRUE
3017,06/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Almuhamad,Smart Speaker,JBL Link,JBL Link 500,F344,4,249,99.6,104.58,TRUE
3018,06/02/2023,Mon,USA,las vegas,36.1699,-115.1398,Zahir Barghaly,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",Z817,4,899,863.3097,52.3218,TRUE
3019,06/02/2023,Wed,Egypt,cairo,30.0444,31.2357,Rwad Abu Taqih,Gaming Console,Sony PlayStation,PlayStation 4 Slim,E715,4,299,281.06,83.72,FALSE
3020,06/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Alaa Altawil,Laptop,HP Pavilion,HP Pavilion 15,Y716,4,799,201.348,532.134,FALSE
3021,06/02/2023,Mon,Egypt,cairo,30.0444,31.2357,Alaa Almisri,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Z067,4,199,11.2236,104.7536,TRUE
3022,06/02/2023,Mon,USA,new york,40.7498,-73.9814,Omar Khalil,Gaming Console,Microsoft Xbox,Xbox 360,X358,5,149,197.127,1025.0604,TRUE
3023,06/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Ibrahim Alsaghir,Smartphone,OnePlus,OnePlus Nord CE 5G,K406,4,349,19.0554,200.0817,TRUE
3024,06/02/2023,Tue,USA,washington,38.9072,-77.0369,Ruba Alshear,Gaming Console,Microsoft Xbox,Xbox Series X,Y716,8,499,440.4673,227.4941,FALSE
3025,06/02/2023,Fri,Saudi Arabia,jeddah,21.4858,39.1925,Sandra Eamir,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),F344,2,249,109.809,4.8804,TRUE
3026,06/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Sultan Karishati,Headphones,Sennheiser HD,Sennheiser HD 660S,S735,5,499,445.5072,153.1431,TRUE
3027,06/02/2023,Mon,France,paris,48.8566,2.3522,Muhamad Eammar,Headphones,Sony WH,Sony WH-1000XM4,W669,5,349,64.9838,78.6646,FALSE
3028,06/02/2023,Wed,France,paris,48.8566,2.3522,Mari Albaghdadi,Laptop,Acer Swift,Acer Swift 5,I036,3,999,327.2724,109.0908,TRUE
3029,06/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Iin Muhamad,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,E301,7,1499,803.1642,1127.248,FALSE
3030,06/02/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Sahar Kiwan,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,Z566,4,149,407.664,390.678,TRUE
3031,06/02/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Abd Alruhmin Eibad,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,Y247,4,39,79.6536,18.2988,TRUE
3032,06/02/2023,Tue,Syria,homs,34.7326,36.7136,Kamal Muayid,VR Headset,Pimax Vision,Pimax Vision 8KX,H046,3,999,352.4472,616.7826,TRUE
3033,06/02/2023,Tue,Syria,aleppo,36.2021,37.1343,Zahir Aldhahabi,Gaming Console,Nintendo Switch,Nintendo Switch Pro,Z074,3,399,3.99,79.8,TRUE
3034,06/02/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muayid Zaniqa,Digital Camera,Sony Alpha,Sony Alpha A7 III,K406,4,1999,4413.792,2427.5856,TRUE
3035,06/02/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Mahir Shwk,Laptop,Apple MacBook,"MacBook Pro 16""",A306,4,2399,71.97,791.67,TRUE
3036,06/02/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Ihsan Alkhayran,Laptop,ASUS ROG,ASUS ROG Strix G15,J501,4,1099,108.801,435.204,TRUE
3037,06/02/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Mahir Alshear,Gaming Console,Microsoft Xbox,Xbox One X,B131,6,299,8.2524,90.7764,TRUE
3038,06/02/2023,Tue,Syria,aleppo,36.2021,37.1343,Tariq Bytar,Digital Camera,Sony Alpha,Sony Alpha A7 III,F064,4,1999,1499.25,439.78,TRUE
3039,06/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Sana Albaba,VR Headset,Oculus Rift S,Oculus Rift 2,J730,2,499,3650.185,3744.995,FALSE
3040,06/02/2023,Tue,USA,new york,40.7312,-73.9998,Abdalrhmin Qisam,Tablet,Amazon Fire,Amazon Fire HD 10,J212,4,149,90.4728,134.3384,TRUE
3041,06/02/2023,Wed,France,paris,48.8566,2.3522,Muhamad Almarstani,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,Q149,3,499,56.886,113.772,FALSE
3042,06/02/2023,Fri,Saudi Arabia,jeddah,21.4858,39.1925,Jawaher Zaki,VR Headset,Valve Index,Valve Index VR Kit,Q832,4,999,413.1864,525.8736,FALSE
3043,06/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Lina Zaeur,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,K624,4,499,22.7045,63.5726,FALSE
3044,07/02/2023,Tue,USA,new york,40.7498,-73.9814,Ahmad Aleitar,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,Y590,4,599,568.2114,479.0802,TRUE
3045,07/02/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Abd Alwahhab Zaerur,Laptop,Microsoft Surface,Surface Book 3,J860,6,1599,441.324,926.7804,TRUE
3046,07/02/2023,Tue,USA,las vegas,36.1699,-115.1398,Abd Allah Saeid Alzarey,Gaming Console,Sony PlayStation,PlayStation 4 Pro,J885,5,399,246.3426,187.6896,TRUE
3047,07/02/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Mazin Almunajid,Smartphone,OnePlus,OnePlus 9 Pro,K081,6,899,347.913,105.183,FALSE
3048,07/02/2023,Tue,USA,new york,40.7128,-74.006,Tariq Abultif,Gaming Console,Sony PlayStation,PlayStation 4,D873,4,299,302.588,247.572,FALSE
3049,07/02/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Razaan Hamshu,Smart Speaker,Sonos One,Sonos One SL,E437,6,179,270.8628,52.089,FALSE
3050,07/02/2023,Tue,USA,las vegas,36.1699,-115.1398,Ibrahim Sabagh,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,R252,5,1999,1334.1326,1071.0642,TRUE
3051,07/02/2023,Tue,Syria,homs,34.7326,36.7136,Muhamad Alhamal,Fitness Tracker,Amazfit Bip,Amazfit Bip S,J212,4,49,165.1104,305.76,TRUE
3052,07/02/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Mari Iibrahim,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,Z674,7,499,151.5962,268.961,TRUE
3053,07/02/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Asra Tqi Aldiyn,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,X416,3,39,11.349,15.8886,TRUE
3054,07/02/2023,Mon,France,paris,48.8566,2.3522,Ahmad Kawaara,Headphones,Sennheiser HD,Sennheiser HD 660S,T351,4,499,314.2702,398.701,FALSE
3055,07/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Baha Ghunum,Smartphone,OnePlus,OnePlus Nord CE 5G,J841,6,349,285.6216,84.3882,TRUE
3056,07/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Rim Alqatish,Smartphone,OnePlus,OnePlus 10 Pro,P255,4,999,706.0932,631.7676,TRUE
3057,07/02/2023,Tue,Morocco,casablanca,33.5731,7.5898,Khalil Aldiyn,Laptop,Lenovo Legion,Lenovo Legion 5,E484,4,1099,895.4652,1982.8158,TRUE
3058,07/02/2023,Mon,USA,new york,40.7128,-74.006,Samir Iismaeil,Smart Speaker,Google Nest,Nest Hub (2nd Gen),L427,5,99,78.3783,38.7387,TRUE
3059,07/02/2023,Mon,Egypt,asyut,27.1809,31.1837,Tariq Alhilaq,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,S713,3,349,171.01,125.64,FALSE
3060,07/02/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Almala,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,H016,4,1199,189.9216,332.3628,FALSE
3061,07/02/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Abdalrhim Bihtiti,Smart Speaker,JBL Link,JBL Link 20,Z612,4,99,49.5495,18.018,TRUE
3062,07/02/2023,Tue,USA,new york,40.7128,-74.006,Mazin Alnuwri,Laptop,ASUS ROG,ASUS ROG Strix G15,E365,6,1099,835.24,813.26,TRUE
3063,07/02/2023,Mon,Syria,damascus,33.5146,36.3084,Muayid Alghandur,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,B259,3,799,691.0551,416.1192,FALSE
3064,07/02/2023,Thu,USA,las vegas,36.1699,-115.1398,Muhamad Tutwnji,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,S384,3,649,797.2965,1771.77,TRUE
3065,07/02/2023,Sun,Syria,homs,34.7326,36.7136,Kholoud Alkhawam,Headphones,Sennheiser HD,Sennheiser HD 660S,B112,4,499,62.9239,193.612,TRUE
3066,07/02/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Udib,Smartwatch,Huawei Watch,Huawei Watch GT 3,U641,4,249,1725.57,1232.55,TRUE
3067,07/02/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Aylyn Altahhan,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,R814,3,69,12.5856,9.2736,TRUE
3068,07/02/2023,Wed,Egypt,cairo,30.0444,31.2357,Muhamad Hamshu,Smartwatch,Fossil Gen,Fossil Gen 5E,J073,8,199,720.2208,620.88,TRUE
3069,07/02/2023,Tue,Syria,damascus,33.5146,36.3084,Husayn Eubayd,Gaming Console,Sony PlayStation,PlayStation 3 Slim,W493,3,199,258.1428,179.5776,TRUE
3070,07/02/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Fatin Alhariri,Smartphone,Oppo Find,Oppo Find X4 Neo,K406,6,549,787.9248,585.8928,TRUE
3071,07/02/2023,Tue,Syria,homs,34.7326,36.7136,Amira Alshear,Digital Camera,Fujifilm X Series,Fujifilm X100V,B966,4,1399,377.73,1082.826,TRUE
3072,07/02/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Nadaf,Digital Camera,Sony Alpha,Sony Alpha A6400,Z826,5,899,2483.1279,401.3136,FALSE
3073,07/02/2023,Mon,Morocco,casablanca,33.5731,7.5898,Sami Shakur,Laptop,Dell XPS,XPS 15,V819,4,1599,148.707,2052.1566,FALSE
3074,07/02/2023,Wed,Syria,homs,34.7326,36.7136,Tariq Kharasah,VR Headset,Oculus Quest,Oculus Quest 2 (64GB),Q104,3,299,214.5624,214.5624,TRUE
3075,07/02/2023,Mon,Morocco,casablanca,33.5731,7.5898,Muhamad Aldamshqi,Tablet,Apple iPad,"iPad Pro 12.9""",K081,5,999,232.2675,613.1862,FALSE
3076,07/02/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Rihan,Digital Camera,Canon EOS,Canon EOS M50 Mark II,W472,4,649,895.62,713.9,TRUE
3077,07/02/2023,Wed,France,paris,48.8566,2.3522,Muhamad Rajab,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,J860,3,749,478.7608,626.6134,TRUE
3078,07/02/2023,Tue,USA,new york,40.7312,-73.9998,Muhamad Qarh,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,W336,3,129,1.1739,46.956,TRUE
3079,07/02/2023,Wed,USA,las vegas,36.1699,-115.1398,Lina Abu,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,U287,4,249,478.2792,146.412,FALSE
3080,07/02/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Fatnh Alaishhab,Smart Speaker,Apple HomePod,Apple HomePod mini,R253,8,99,92.1888,70.1019,TRUE
3081,07/02/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Ehab Shadi Alghazy,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,A776,3,449,257.8158,120.0177,TRUE
3082,07/02/2023,Mon,Syria,aleppo,36.2021,37.1343,Tariq Ghazzawi,Smartphone,Samsung Galaxy,Galaxy M32,L085,2,249,407.862,242.028,TRUE
3083,07/02/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Alahmar,Tablet,Apple iPad,"iPad Pro 12.9""",P437,3,999,1298.5002,503.8956,TRUE
3084,07/02/2023,Wed,Egypt,cairo,30.0444,31.2357,Ali Aleitar,Smartphone,Oppo Find,Oppo Find X4 Pro,B112,5,899,158.5836,185.0142,TRUE
3085,07/02/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Ghada Eataya,Smart Speaker,JBL Link,JBL Link 20,F553,1,99,81.972,68.607,TRUE
3086,07/02/2023,Mon,USA,las vegas,36.1699,-115.1398,Muhamad Red,Smart Speaker,Google Nest,Nest Audio,D297,4,99,1210.9383,137.3229,TRUE
3087,07/02/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Jaridiun,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,B265,7,599,88.1728,242.4752,TRUE
3088,07/02/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Rinah Altahhan,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),D873,8,399,348.5664,237.4848,FALSE
3089,07/02/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Alghurani,Smart Speaker,Sonos One,Sonos One SL,V138,3,179,133.713,130.491,TRUE
3090,07/02/2023,Tue,Syria,homs,34.7326,36.7136,Rana Shaeban,Smart Speaker,Google Nest,Nest Hub (2nd Gen),J302,6,99,52.2522,30.6306,TRUE
3091,07/02/2023,Mon,Morocco,casablanca,33.5731,7.5898,Muhamad Khalid,Smartphone,OnePlus,OnePlus Nord 2,K406,5,399,367.3593,367.3593,TRUE
3092,07/02/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Hasan Qarh,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,J860,5,3499,5958.0972,6373.7784,TRUE
3093,07/02/2023,Wed,Egypt,cairo,30.0444,31.2357,Muhamad Aleasimii,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,L118,4,1299,616.1157,1195.9893,TRUE
3094,07/02/2023,Mon,Syria,aleppo,36.2021,37.1343,Bashshar Efan,Smartphone,Apple iPhone,iPhone 13 Pro Max,Q992,5,1299,693.0165,1045.8249,TRUE
3095,07/02/2023,Tue,USA,washington,38.9072,-77.0369,Maria Abu Fakhar,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,R021,7,1799,226.674,874.314,TRUE
3096,07/02/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Altawati,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,C308,6,1499,1158.4272,1985.8752,FALSE
3097,07/02/2023,Tue,France,paris,48.8566,2.3522,Iin Eijluni,VR Headset,Pimax Vision,Pimax Vision 8KX,Y590,6,999,920.5785,813.9852,TRUE
3098,07/02/2023,Tue,Syria,aleppo,36.2021,37.1343,Mari Eubayd,Smart Speaker,Google Nest,Nest Hub (2nd Gen),N330,7,99,21.5622,24.5025,TRUE
3099,07/02/2023,Mon,Syria,homs,34.7326,36.7136,Khalil Alrashid,Headphones,Sennheiser HD,Sennheiser HD 450BT,Y332,8,129,31.5276,88.5198,FALSE
3100,07/02/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Anwar Eabd Aleal,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,B966,4,1999,197.901,277.0614,TRUE
3101,07/02/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Tariq Dawara,Fitness Tracker,Garmin Approach,Garmin Approach S12,T351,5,199,253.327,30.248,TRUE
3102,07/02/2023,Mon,France,paris,48.8566,2.3522,Tala Alshaykh,Smartwatch,Samsung Gear,Samsung Gear S4,U290,6,349,234.528,324.9888,FALSE
3103,07/02/2023,Mon,Syria,aleppo,36.2021,37.1343,Muhamad Aljurmqaniu,VR Headset,Oculus Quest,Oculus Quest 3,A776,4,599,217.2573,389.949,TRUE
3104,07/02/2023,Mon,USA,las vegas,36.1699,-115.1398,Ahmad Alaleppoy,VR Headset,HTC Vive,HTC Vive Focus 3,W493,4,799,105.1484,97.6378,TRUE
3105,07/02/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Albaba,Digital Camera,Canon EOS,Canon EOS R6,W669,5,2499,2424.03,2375.5494,TRUE
3106,07/02/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Asd Bara,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,Y446,3,449,363.2859,25.0542,TRUE
3107,07/02/2023,Tue,Syria,aleppo,36.2021,37.1343,Jamil Alshahrur,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,I811,5,349,1005.12,1055.376,TRUE
3108,07/02/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Iad,Digital Camera,Canon EOS,Canon EOS M50 Mark II,X918,3,649,1718.6169,245.5167,TRUE
3109,07/02/2023,Thu,Egypt,cairo,30.0444,31.2357,Rasha Hamzat,Gaming Console,Sony PlayStation,PlayStation 3 Slim,E672,2,199,50.5062,72.9534,TRUE
3110,07/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Thayir Abu,Headphones,Jabra Elite,Jabra Elite 85t,Z826,5,229,12.7782,115.0038,TRUE
3111,07/02/2023,Mon,Syria,damascus,33.5146,36.3084,Anwar Eilwan,Smartphone,Samsung Galaxy,Galaxy M32,N849,3,249,444.714,416.6268,TRUE
3112,07/02/2023,Mon,Egypt,cairo,30.0444,31.2357,Muhamad Dbs,Smart Speaker,JBL Link,JBL Link 20,G319,4,99,17.82,43.56,FALSE
3113,07/02/2023,Tue,Syria,homs,34.7326,36.7136,Bara Alealiu,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,P950,6,229,131.0567,108.8437,FALSE
3114,07/02/2023,Tue,Egypt,asyut,27.1809,31.1837,Jihan Zaydan,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,F786,3,1299,1446.5664,149.6448,TRUE
3115,07/02/2023,Mon,USA,new york,40.7498,-73.9814,Ahmad Shwk,Laptop,HP Envy,Envy 15,L427,6,1199,491.59,947.21,TRUE
3116,07/02/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Amir Iismaeil,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,K044,5,749,478.7608,91.5278,FALSE
3117,07/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Tariq Ubuerar,Gaming Console,Sony PlayStation,PlayStation 4 Slim,Q628,7,299,59.202,263.718,TRUE
3118,07/02/2023,Tue,USA,new york,40.7498,-73.9814,Rym Alhaju Bikr,Fitness Tracker,Amazfit Bip,Amazfit Bip S,R236,5,49,8.6583,34.6332,TRUE
3119,07/02/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Sarah Eibdalbaqi,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),H890,2,49,8.379,7.497,TRUE
3120,07/02/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Omar Shams,Gaming Console,Microsoft Xbox,Xbox Series S,J759,6,299,226.044,185.679,TRUE
3121,08/02/2023,Tue,Egypt,cairo,30.0444,31.2357,Tariq Warur,Tablet,Apple iPad,"iPad Pro 12.9""",C377,6,999,413.586,588.2112,FALSE
3122,08/02/2023,Mon,Syria,homs,34.7326,36.7136,Hasan Sydu,VR Headset,Oculus Rift S,Oculus Rift 2,X384,8,499,110.1792,81.4368,FALSE
3123,08/02/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Abd Alhadi Abultif,Digital Camera,Canon EOS R Series,Canon EOS R5,Z628,3,3999,3416.7456,3455.136,TRUE
3124,08/02/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Tariq Salahi,Tablet,Amazon Fire,Amazon Fire 7,C222,5,49,29.9439,15.2096,FALSE
3125,08/02/2023,Mon,Egypt,asyut,27.1809,31.1837,Mahir Alkhibaz,VR Headset,HP Reverb,HP Reverb G2,Q832,3,599,264.5184,16.5324,TRUE
3126,08/02/2023,Mon,Egypt,asyut,27.1809,31.1837,Dinana Husayn,Smart Speaker,Apple HomePod,Apple HomePod,V078,7,299,112.7828,88.0256,FALSE
3127,08/02/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Qudbashi,Headphones,Sennheiser HD,Sennheiser HD 599 SE,Z817,5,199,166.6028,3.6616,FALSE
3128,08/02/2023,Fri,France,paris,48.8566,2.3522,Muhamad Zawal,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),J730,5,399,112.5579,225.1158,TRUE
3129,08/02/2023,Thu,Saudi Arabia,jeddah,21.4858,39.1925,Shilan Hylmyh,Digital Camera,Fujifilm X Series,Fujifilm X-T4,N710,3,1699,255.5296,207.6178,TRUE
3130,08/02/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Alaleppoy,Gaming Console,Sony PlayStation,PlayStation 4 Pro,Y998,5,399,51.9498,107.6103,TRUE
3131,08/02/2023,Sun,USA,las vegas,36.1699,-115.1398,Qasim Alhamd,Tablet,Amazon Fire,Amazon Fire HD 10,Y692,3,149,85.5558,125.3835,FALSE
3132,08/02/2023,Tue,USA,las vegas,36.1699,-115.1398,Samar Alaleppoy,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,Q963,2,1499,654.3135,3227.9466,TRUE
3133,08/02/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Esamat Almtlq,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,Q717,5,1499,521.3522,1084.9762,TRUE
3134,08/02/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Jablah Antun,Laptop,Microsoft Surface,Surface Book 3,V819,4,1599,3730.1472,4144.608,TRUE
3135,08/02/2023,Wed,France,paris,48.8566,2.3522,Limays Iidris,Headphones,Bose SoundSport,Bose SoundSport Free,W956,8,179,93.2232,63.2586,TRUE
3136,08/02/2023,Mon,USA,las vegas,36.1699,-115.1398,Muhamad Almala,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,P344,5,799,14.7016,330.786,TRUE
3137,08/02/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Rahaf Kiwan,Smartphone,OnePlus,OnePlus Nord 2,X364,4,399,208.9962,116.109,TRUE
3138,08/02/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Rana Hutayniun,Headphones,Bose QuietComfort,QC35 II,F070,5,299,184.3036,88.0256,FALSE
3139,08/02/2023,Wed,Egypt,cairo,30.0444,31.2357,Muhamad Alhamal,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,G817,4,169,50.8183,70.4899,TRUE
